id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3213712,LUXURY 1 BR MIDTOWN w POOL & GYM,1014484,Petek,Manhattan,Murray Hill,40.74814,-73.97277,Entire home/apt,189,1,3,2016-01-05,0.04,1,0
3213813,Beautiful Room+Shared Living Room,16279457,Michael,Brooklyn,Crown Heights,40.66985,-73.95675,Private room,100,7,0,,,1,0
3215486,Large sunny private room downtown,7691955,Ingrid,Manhattan,Lower East Side,40.71981,-73.98701,Private room,68,3,9,2017-10-15,0.15,1,0
3215660,Comfortable sofa bed in Manhattan,6150328,Heather,Manhattan,East Harlem,40.79794,-73.93876,Shared room,40,2,152,2020-03-09,2.03,1,48
3215722,Private room in a 2 Bedroom apartment,496465,Daniel,Brooklyn,Williamsburg,40.71383,-73.94067,Private room,30,14,0,,,1,0
3216134,Tranquil Washington Heights Space,16288210,Cheryl,Manhattan,Washington Heights,40.84919,-73.94021,Private room,62,3,37,2017-05-09,0.50,1,56
3216335,Quiet Park Slope Exclusive Apartment,16288928,Julie,Brooklyn,Park Slope,40.68193,-73.97636,Private room,199,2,143,2020-01-01,1.90,2,365
3218320,SOHO Studio Best Location,3321910,Carl,Manhattan,Nolita,40.72243,-73.99655,Private room,125,6,3,2015-07-11,0.04,1,89
3218526,Sunny Suite in Historic Brooklyn,103640,Samantha And Scott,Brooklyn,Flatbush,40.63649,-73.96508,Entire home/apt,165,2,196,2020-08-07,2.84,1,290
3219401,Lovely room in Greenwich Village,3481965,Pierre-Hubert,Manhattan,Greenwich Village,40.72928,-74.00135,Private room,90,4,3,2017-01-01,0.04,1,0
3219654,2 Bedroom Garden Apt. Park Slope,16304160,Laurie,Brooklyn,South Slope,40.66565,-73.98782,Entire home/apt,145,5,12,2019-09-01,0.16,1,0
3219835,Beautiful Row House Steps From Park,16305093,Betsy,Brooklyn,Windsor Terrace,40.65779,-73.97595,Entire home/apt,250,1,0,,,2,0
3220115,Large 1-bedroom in Brooklyn,16306708,Melissa,Brooklyn,Clinton Hill,40.68331,-73.96568,Entire home/apt,115,7,6,2015-01-12,0.08,1,0
3220725,Orchard St,15646137,Joe,Manhattan,Lower East Side,40.71813,-73.99063,Entire home/apt,200,30,0,,,1,365
3223080,Modern Renovated Luxury 1BR - Soho,16319729,Tim,Manhattan,SoHo,40.72652,-74.00266,Entire home/apt,179,1,0,,,1,0
3224913,Private Nook in Bushwick,16245414,Shae,Brooklyn,Bushwick,40.69415,-73.92415,Entire home/apt,70,1,145,2020-08-05,1.97,1,90
3225975,Spacious Townhouse Great for Families & Friends,16329859,Caroline,Brooklyn,Gowanus,40.68338,-73.98927,Entire home/apt,425,7,39,2019-12-28,0.53,1,0
3226726,Charming East Village Apartment - Central & Quiet,3422235,Julia,Manhattan,East Village,40.72511,-73.98043,Entire home/apt,213,7,51,2018-09-12,0.68,2,89
3227002,Sunny 2 bedroom in Fort Greene,2941712,Claudia,Brooklyn,Clinton Hill,40.68717,-73.9669,Entire home/apt,200,5,3,2015-07-03,0.04,1,0
3230053,Modern 1BR apt in Greenpoint/Williamsburg Brooklyn,4427756,May,Brooklyn,Greenpoint,40.7215,-73.94136,Entire home/apt,90,2,45,2019-02-24,1.60,1,0
3231460,Bright & Spacious Fort Greene 1 Bed,15384170,Jonathan,Brooklyn,Fort Greene,40.68727,-73.972,Entire home/apt,182,3,12,2016-07-31,0.16,1,0
3236385,Cute and Cozy Two Bedroom in Sunset Park,16376419,Brooke,Brooklyn,Sunset Park,40.64811,-74.01366,Entire home/apt,100,12,3,2019-08-02,0.08,1,87
3236977,Private 3 Floor Whole Hse/Garden,11494077,Melissa,Brooklyn,Carroll Gardens,40.68252,-73.99224,Entire home/apt,425,6,6,2019-10-01,0.08,1,359
3237160,Spacious East Village Gem -Union Sq,4928687,Yuval,Manhattan,East Village,40.7278,-73.97997,Entire home/apt,175,1,2,2017-07-01,0.04,1,0
3237602,STUNNING WILLIAMSBURG HOME W/GARDEN,16379550,Elizabeth,Brooklyn,Williamsburg,40.72123,-73.95891,Entire home/apt,270,14,0,,,1,0
3238109,Cozy 1 BR in a 4br/2ba apartment!!!,16383743,Yuma,Brooklyn,Flatbush,40.64964,-73.96017,Private room,180,1,0,,,1,0
3238355,Amazing & Bright Loft-style Room,2656209,Aurelie,Brooklyn,Williamsburg,40.70552,-73.93842,Private room,55,13,0,,,1,0
3238517,Brooklyn Cozy Garden Apt,16385595,Ava,Brooklyn,Bedford-Stuyvesant,40.67994,-73.94318,Private room,105,14,28,2020-04-01,0.37,1,364
3240518,Elegant 1876 Boerum Hill Brownstone,16395150,Patti,Brooklyn,Boerum Hill,40.68554,-73.98471,Entire home/apt,265,2,10,2016-09-07,0.15,1,0
3240838,Sunny and cozy room in Midtown,16396714,Andrea,Manhattan,Kips Bay,40.74059,-73.97953,Private room,70,2,15,2019-04-27,0.20,2,358
3241218,Private Room in LIC - close to Waterfront/subways,16399023,Tony,Queens,Long Island City,40.74457,-73.95028,Private room,80,2,0,,,1,179
3241287,Small Cozy Private Room in NYC,16399575,Kristiana,Manhattan,Washington Heights,40.83686,-73.94393,Private room,50,3,13,2016-01-02,0.17,1,0
3241858,Right in the center of Manhattan,1866033,Chen,Manhattan,Upper East Side,40.7659,-73.96611,Entire home/apt,250,4,112,2020-03-25,1.53,1,76
3245000,Spacious prewar apartment in heart of Greenpoint,13561307,Katy,Brooklyn,Greenpoint,40.7238,-73.94859,Entire home/apt,149,2,8,2019-10-20,0.39,1,0
3247291,Comfort and Charm in Harlem Brownstone near Subway,16425715,Soon,Manhattan,Harlem,40.81198,-73.9437,Private room,78,1,166,2020-03-14,3.75,1,1
3248010,Chic Aptmnt close to Barclay Center,1588656,Rebekah,Brooklyn,Park Slope,40.67794,-73.97398,Entire home/apt,97,2,192,2020-07-26,3.00,2,22
3248526,Beautiful Comfortable Apt in North Manhattan,16430857,Aseel,Manhattan,Harlem,40.82524,-73.94186,Entire home/apt,62,5,13,2018-09-16,0.18,1,0
3249076,"Victorian triplex, Fort Greene.",16433878,Laurence,Brooklyn,Fort Greene,40.68833,-73.97606,Entire home/apt,350,7,6,2019-07-15,0.12,1,0
3249078,Brooklyn Heights 1.5BR and Cat Sit,1705205,Ebonie,Brooklyn,Brooklyn Heights,40.6906,-73.99339,Entire home/apt,121,5,0,,,1,0
3249253,Panoramic Penthouse - 30% OFF,14369316,Jon,Manhattan,Chelsea,40.74156,-73.99476,Entire home/apt,289,2,1,2014-06-28,0.01,1,0
3249726,"High Ceilings, Period Details",16437254,Benjamin,Brooklyn,Sunset Park,40.66592,-73.99434,Entire home/apt,90,5,4,2020-06-20,0.19,16,231
3250685,Great East Harlem spot for 1 or 2,16442583,Ali,Manhattan,East Harlem,40.79848,-73.93908,Private room,50,2,6,2016-07-06,0.09,1,0
3251014,Cozy but Cool:Huge 1bed in ❤️of NY,8349905,Lorna,Manhattan,Midtown,40.76016,-73.96597,Entire home/apt,234,4,5,2015-10-09,0.07,1,0
3251638,"Subletting in CrownHeights,Brooklyn",8243983,Sara,Brooklyn,Crown Heights,40.66758,-73.95033,Private room,45,1,0,,,1,0
3251901,Huge Room in Manhattan's Upper West,6726808,Eve,Manhattan,Upper West Side,40.80131,-73.9675,Private room,69,3,2,2017-03-08,0.03,1,0
3257345,Beautiful LES Apartment,417100,Tara,Manhattan,Chinatown,40.71338,-73.99226,Entire home/apt,135,1,18,2016-12-16,0.28,1,0
3258196,"Big sunny room, prime location!",169843,Goran,Brooklyn,Williamsburg,40.71601,-73.9587,Private room,80,3,78,2020-01-01,1.05,1,365
3262238,Murray Hill Modern,124345,Ramon,Manhattan,Kips Bay,40.74436,-73.97977,Entire home/apt,200,5,55,2020-07-24,0.76,1,86
3262855,BEAUTIFUL ROOM NEAR PROSPECT PARK!!,16499705,John,Brooklyn,Flatbush,40.65148,-73.95847,Entire home/apt,70,1,5,2015-12-01,0.07,1,0
3262930,Cosy room with private bathroom-NYC,16500110,Irena,Manhattan,Upper East Side,40.76572,-73.95541,Private room,140,3,136,2020-02-01,1.81,1,362
3264261,Spacious Studio in Midtown,5668550,Kevin,Manhattan,Midtown,40.75182,-73.97052,Entire home/apt,175,3,18,2017-09-11,0.24,1,0
3264684,Carroll Gardens - Two Bedroom Apartment,8830645,Kevin,Brooklyn,Carroll Gardens,40.6812,-74.00116,Entire home/apt,160,3,2,2015-08-12,0.03,1,0
3265275,"2BR, UWS, Doorman, Balcony, CntrlPK",16512899,Jeremy,Manhattan,Upper West Side,40.7898,-73.9708,Entire home/apt,200,1,0,,,1,0
3265407,Sunny Brooklyn room,9944244,Linnea,Brooklyn,Prospect Heights,40.67303,-73.96424,Private room,57,7,12,2019-06-30,0.16,1,0
3265409,Charming Chelsea bedroom,5508109,Rivani,Manhattan,Chelsea,40.74956,-73.99671,Private room,80,3,10,2020-02-17,0.68,1,89
3265982,"Entire apt, sparkling clean, renovated cozy One BD",16516195,Tania,Brooklyn,Park Slope,40.67766,-73.98191,Entire home/apt,85,20,26,2019-08-28,0.35,1,30
3268008,West Village designer studio,16525423,Matt,Manhattan,West Village,40.73547,-74.0051,Entire home/apt,200,4,56,2020-01-01,0.78,1,362
3270702,Lovely room in big shared Brooklyn Brownstone,13208084,Sheki,Brooklyn,Crown Heights,40.6774,-73.94566,Private room,40,14,14,2020-03-19,0.19,3,88
3270809,Artist Loft in Lower East Side with Roof,14289427,Francesca,Manhattan,Chinatown,40.71613,-73.99266,Entire home/apt,150,30,8,2020-01-04,0.17,3,365
3271052,Gorgeous Apt 1 block from Subway,2009585,Cecile,Brooklyn,Cobble Hill,40.68785,-73.99181,Entire home/apt,140,3,13,2016-08-14,0.18,1,0
3271893,Park Slope Town House,327673,Stefano,Brooklyn,Park Slope,40.67592,-73.98107,Entire home/apt,250,3,21,2019-08-23,0.29,2,52
3272201,Gorgeous Chic Apt on Prime West Village Street,16545323,Katie,Manhattan,West Village,40.73504,-74.00658,Entire home/apt,220,7,14,2017-11-06,0.19,1,364
3272721,Beautiful Penthouse Apt - Brooklyn,4080758,Arun,Brooklyn,Prospect Heights,40.68033,-73.96528,Entire home/apt,125,5,5,2016-01-05,0.07,1,0
3272743,Bright one bedroom in Park Slope,3022852,Lynda,Brooklyn,Park Slope,40.6795,-73.98078,Entire home/apt,105,30,3,2018-07-29,0.05,1,104
3272778,FULL HOUSE - Harlem hospital - 4 Bed/4bath -,4089511,Marie,Manhattan,Harlem,40.81193,-73.94346,Entire home/apt,334,14,0,,,4,0
3272918,Awesome Room in Beautiful Williamsburg Loft,130675,Marta,Brooklyn,Greenpoint,40.72036,-73.93608,Private room,69,30,47,2018-03-16,0.63,1,88
3278436,UWS 2 BR 2 Ba. Gorgeous Apt!,7105630,Christine,Manhattan,Upper West Side,40.78206,-73.97797,Entire home/apt,425,4,13,2019-09-07,0.17,1,228
3278530,Private room in Williamsburg apt,16572580,Travis,Brooklyn,Williamsburg,40.70943,-73.94948,Private room,60,5,6,2017-09-06,0.12,2,0
3278631,Private Bedroom Available June 1,16572957,Hope,Manhattan,East Harlem,40.8008,-73.94347,Private room,136,1,3,2015-06-06,0.04,1,0
3278691,The room is currently not available,16069319,Julie,Brooklyn,Gravesend,40.59601,-73.96862,Private room,45,20,4,2016-09-01,0.06,1,0
3279671,Quiet 1BR in Chelsea,109738,Michelle,Manhattan,Chelsea,40.7518,-73.9969,Entire home/apt,110,3,187,2020-03-12,2.59,1,138
3281660,Penthouse next to Central Park with a Terrace !,418289,Andrey,Manhattan,Upper East Side,40.77449,-73.96228,Entire home/apt,195,3,1,2017-06-06,0.03,1,0
3282550,Quintessential Brooklyn...!!,1174963,Aaron,Brooklyn,Boerum Hill,40.6846,-73.98454,Entire home/apt,167,3,12,2015-06-08,0.16,1,0
3283028,"NICE Williamsburg Brooklyn, 2 Bedrooms off L train",16591767,Danny,Brooklyn,Williamsburg,40.71165,-73.94708,Entire home/apt,175,30,55,2019-08-22,0.73,1,8
3283409,Beautiful Brooklyn Brownstone,16593547,Mary & Josh,Brooklyn,Bedford-Stuyvesant,40.68562,-73.92375,Entire home/apt,129,2,141,2020-03-01,1.94,1,327
3283626,"Park Slope family flat | bright, open oasis",2597895,Heather,Brooklyn,Park Slope,40.68165,-73.97668,Entire home/apt,176,30,4,2017-08-30,0.05,1,52
3283729,"Beautiful, Furnished Studio!",16596651,Gautam,Manhattan,Upper East Side,40.77787,-73.95104,Entire home/apt,125,4,7,2015-11-15,0.09,1,0
3284230,1 Bedroom UES Apartment,6524294,Natasha,Manhattan,Upper East Side,40.78462,-73.95707,Private room,160,5,32,2019-06-10,0.44,3,357
3286369,Close to JFK & LGA Feels like home,16608415,Smidty,Brooklyn,East New York,40.67517,-73.89814,Private room,45,1,202,2020-07-30,4.01,2,336
3288496,Entire Cozy One Bed #Manhattan #LES,3716641,Ofer,Manhattan,Lower East Side,40.71769,-73.98953,Entire home/apt,69,30,8,2018-02-27,0.11,8,153
3289009,Quiet Brooklyn Apartment,5231131,Danielle,Brooklyn,Greenpoint,40.72096,-73.94424,Entire home/apt,150,7,0,,,1,0
3290309,Oasis in the heart of New York,16622685,Amanda,Manhattan,Nolita,40.72235,-73.99543,Entire home/apt,425,3,37,2019-12-07,0.51,1,180
3291212,Spacious Williamsburg Duplex 1,16282569,Peter,Brooklyn,Williamsburg,40.70588,-73.95201,Private room,55,30,4,2019-05-31,0.05,3,365
3291286,Private Room in great neighborhood,16628226,Rachel,Queens,Long Island City,40.7593,-73.92884,Private room,106,1,0,,,1,0
3291524,Great Location,15740819,Heather,Brooklyn,Fort Greene,40.69236,-73.97254,Private room,100,30,5,2018-07-30,0.07,2,0
3297016,Super cute private room +amminities,2051075,Linda,Brooklyn,Crown Heights,40.67045,-73.95716,Entire home/apt,160,30,40,2020-04-25,0.57,2,363
3301484,"Great Apt,  Great Area",56920,Linda,Manhattan,Upper West Side,40.80118,-73.97063,Private room,135,2,0,,,2,363
3302333,Fantastic UWS Gem w Epic Kitchen,834384,David,Manhattan,Upper West Side,40.79661,-73.972,Entire home/apt,357,3,14,2018-08-05,0.20,1,365
3302463,Luxurious Brownstone Parlour,16678513,Robert,Manhattan,Gramercy,40.73548,-73.98896,Entire home/apt,275,5,34,2020-02-16,0.46,1,47
3302932,Whole beautiful house with Backyard,2082345,Rabah,Queens,Woodhaven,40.69165,-73.84841,Entire home/apt,250,5,0,,,2,0
3303165,Ocean Hill Oasis,4279827,Louisa,Brooklyn,Cypress Hills,40.67731,-73.90733,Entire home/apt,85,2,166,2020-07-27,2.25,1,330
3303382,Hamilton Heights - Private Guest Suite,16683574,Delphine And Michael,Manhattan,Harlem,40.82888,-73.94997,Entire home/apt,178,4,124,2020-01-18,1.68,2,270
3304307,Lovely Shiny Private Room in NYC,12465884,Natasha,Manhattan,East Harlem,40.79269,-73.94218,Private room,74,7,70,2019-11-02,0.94,1,320
3309572,Private Room in Light-Filled Apt with Gym,341981,Amber,Brooklyn,Bedford-Stuyvesant,40.67822,-73.9389,Private room,70,3,52,2018-10-23,0.70,1,227
3309982,3 Bedroom Brownstone in Historic Crown Heights.,16713474,Simone,Brooklyn,Crown Heights,40.66939,-73.94839,Entire home/apt,220,2,67,2020-02-17,0.91,1,273
3311830,Beautiful Clean & Quiet Room! Rm#1,11674837,Christopher,Queens,Ridgewood,40.70476,-73.90874,Private room,61,1,157,2019-11-18,2.12,3,365
3311834,Apartment - private kitchen & bath,13611255,Lamee,Brooklyn,Bedford-Stuyvesant,40.68975,-73.9346,Entire home/apt,81,30,81,2018-08-31,1.09,3,227
3312276,"Cozy studio/kitchen, bathroom",14214034,Desmar,Bronx,Mott Haven,40.81444,-73.92516,Entire home/apt,70,1,102,2020-08-13,1.38,2,319
3312417,Cozy bedroom in Brooklyn!,3691863,Jessica,Brooklyn,Bedford-Stuyvesant,40.68172,-73.94095,Private room,78,3,92,2019-11-05,1.25,1,365
3315933,Upper East Side 2 Bedroom Apartment,12774721,Morgan,Manhattan,Upper East Side,40.76884,-73.95826,Entire home/apt,250,1,4,2016-01-03,0.05,1,0
3316877,Giant Private Townhouse w/ Garden,175694,Mia,Brooklyn,Bedford-Stuyvesant,40.6979,-73.94126,Entire home/apt,150,1,0,,,1,0
3317978,Spacious Queen Size Room,16751902,Asher,Manhattan,Upper West Side,40.80048,-73.96621,Private room,31,1,2,2016-06-30,0.04,1,0
3320635,Sunny airy beautiful Brooklyn 1B,7640229,Lihi,Brooklyn,Flatbush,40.65376,-73.95336,Entire home/apt,90,7,4,2016-05-18,0.06,1,0
3321643,Charming Colonial House in Brooklyn,1442768,Carolina,Brooklyn,East Flatbush,40.64082,-73.94818,Entire home/apt,125,4,10,2016-08-27,0.14,1,0
3322922,"Cozy, Clean, Quiet, ENTIRE APT!!",18566028,Kitt,Brooklyn,Flatbush,40.6532,-73.96216,Entire home/apt,79,18,11,2015-08-03,0.16,1,0
3324203,Spacious Studio in my new smart house,16782573,Dorina,Queens,Middle Village,40.71347,-73.88199,Entire home/apt,99,3,190,2020-07-30,2.57,4,364
3325617,LEGAL studio in Queens,16790098,Shawn & Christine,Queens,Woodside,40.74549,-73.90872,Entire home/apt,108,2,243,2020-03-22,3.26,1,74
3325807,Large 1 BDR Apt on the UWS,3053578,Natalie,Manhattan,Upper West Side,40.79921,-73.96704,Entire home/apt,130,7,6,2016-10-06,0.08,1,0
3328706,Central Park West. Queen Size Room,16805656,Fernando,Manhattan,Upper West Side,40.79893,-73.96249,Private room,90,28,185,2020-07-29,2.71,3,71
3332881,Apartment near Upper East Side,16826094,Jeremy,Manhattan,East Harlem,40.78728,-73.94976,Entire home/apt,100,3,1,2016-05-15,0.02,1,0
3333510,2BR Downtown Artists Loft prime location!,11332450,Chad,Manhattan,Chinatown,40.71651,-73.99245,Entire home/apt,150,3,0,,,1,362
3334110,2BR+2BA Condo w Pool,1568383,Joshua,Brooklyn,Williamsburg,40.71664,-73.93878,Entire home/apt,160,30,3,2016-09-18,0.04,1,363
3337808,Clean & Comfy Modern Townhouse,3655542,Alexis,Brooklyn,Boerum Hill,40.68732,-73.98254,Entire home/apt,1057,4,0,,,1,0
3339205,Updated 1 bedroom heart of Chelsea,15689833,Whitney,Manhattan,Chelsea,40.74259,-74.00128,Entire home/apt,160,4,11,2017-01-02,0.15,1,258
3339273,"Prime Chelsea/Hudson Yards, Quiet +Washer/Dryer",7245581,Michael,Manhattan,Chelsea,40.75045,-73.99662,Entire home/apt,73,180,14,2020-03-31,0.23,18,309
3339399,west village 1BR!best value!,2119276,Eran,Manhattan,West Village,40.73316,-74.00632,Entire home/apt,120,30,13,2019-05-20,0.19,43,266
3343299,Gorgeous brownstone- NYC living!,16874459,Nicole,Manhattan,Kips Bay,40.74369,-73.98153,Entire home/apt,425,2,4,2015-09-14,0.05,1,0
3344237,Stay in the heart of the East side!,16879147,Alejandro,Manhattan,Midtown,40.75958,-73.96231,Private room,125,2,65,2020-01-01,0.87,1,365
3344509,Beautiful Chelsea Loft 700 Sq ft,1290508,Robert,Manhattan,Chelsea,40.74646,-73.99678,Entire home/apt,179,10,1,2017-01-03,0.02,1,0
3344815,Good Living in Brooklyn! Double Bed,16883036,Karen,Brooklyn,Bushwick,40.69893,-73.91549,Private room,45,2,55,2019-01-02,0.95,1,358
3349699,Spacious apartment with  shared garden,19402,Susanna,Brooklyn,Williamsburg,40.70972,-73.95576,Entire home/apt,150,7,40,2019-12-30,0.64,1,227
3350417,Affordable Room in Artsy Apartment,12556197,Rez,Brooklyn,Crown Heights,40.66959,-73.95664,Private room,52,4,37,2017-03-04,0.50,2,0
3351584,Amazing Oasis in NYC!,455017,Lauren,Manhattan,Washington Heights,40.83473,-73.93706,Private room,65,1,1,2019-05-25,0.07,1,364
3352030,Delightful & Modern 1 Bedroom,317692,Tara,Brooklyn,Boerum Hill,40.68687,-73.98472,Entire home/apt,120,2,4,2015-09-27,0.07,1,0
3352608,A Dream! Luxury 3 Bedroom Apt,16916853,Olga,Brooklyn,Sheepshead Bay,40.6078,-73.94899,Entire home/apt,250,5,9,2020-03-07,0.12,3,363
3354458,Private 1 bedroom suite with backyard access,16926880,Dan,Queens,Long Island City,40.74361,-73.9493,Private room,90,31,44,2019-10-20,0.60,1,139
3354484,Sunny 1 bed home close to Manhattan,4319841,Maria,Brooklyn,Windsor Terrace,40.65181,-73.97648,Entire home/apt,85,5,9,2017-08-10,0.13,1,0
3354605,25 Minutes to Manhattan! Big & clean bedroom,14810989,Maria,Queens,Woodside,40.74781,-73.89607,Private room,39,14,20,2019-11-14,0.60,1,151
3358937,ADORABLE 2BR in Chelsea!!,16947051,Cayla,Manhattan,Chelsea,40.74722,-74.00466,Entire home/apt,300,3,11,2016-04-17,0.15,1,0
3359315,Sublet near Columbia University,16948705,Berhani,Manhattan,Harlem,40.81742,-73.95358,Private room,22,10,3,2015-08-08,0.04,1,0
3359510,Studio Deluxe: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.72428,-73.94348,Hotel room,99,30,16,2019-08-11,0.23,52,365
3360707,The Hideaway,16954768,Hugo,Manhattan,Harlem,40.81981,-73.95418,Private room,45,3,192,2020-03-08,2.56,2,242
3362302,TRENDY LOWER EAST SIDE STUDIO,16962600,Debris,Manhattan,Lower East Side,40.71866,-73.98592,Entire home/apt,125,7,4,2015-01-30,0.06,1,0
3363364,Cozy 1 bedroom in charming home.,16968100,Sandra,Brooklyn,East Flatbush,40.65284,-73.94413,Private room,150,1,0,,,1,169
3364682,"Riverside Drive Private Room-Spacious, Convenient",16978120,Chip,Manhattan,Harlem,40.83103,-73.9482,Private room,65,30,12,2020-03-15,0.16,1,227
3367150,"Sunny, spacious, 1BR in Willamsburg",16989237,Aleksandra,Brooklyn,Williamsburg,40.71626,-73.95795,Entire home/apt,158,4,17,2017-07-24,0.23,1,0
3368427,Happy big family,4044499,Alexander,Brooklyn,Flatbush,40.65287,-73.96353,Private room,30,1,0,,,1,0
3368441,Modern rowhouse in prime Ft Greene,5783747,Kathrine,Brooklyn,Fort Greene,40.68981,-73.97768,Entire home/apt,300,3,36,2019-12-31,0.49,1,12
3369100,Park Slope Studio Apartment,16106756,Michael,Brooklyn,Park Slope,40.67954,-73.97561,Entire home/apt,158,3,214,2020-08-09,2.87,1,181
3369623,Astoria: full apartment,17000648,Michael,Queens,Astoria,40.7743,-73.92579,Entire home/apt,90,3,33,2016-01-02,0.52,1,0
3369929,Couch in E. Williamsburg Luxury Apt,1910452,Thuy,Brooklyn,Williamsburg,40.70586,-73.94135,Shared room,60,1,0,,,2,0
3372399,Lisa's Townhouse - Luxury & Style,17015217,Peter (Pierrot),Brooklyn,Bedford-Stuyvesant,40.68753,-73.93656,Entire home/apt,160,5,82,2019-01-01,1.15,1,146
3372642,"Upper West Side Apt, One Block to Central Park",1283991,Loubna,Manhattan,Upper West Side,40.78818,-73.97133,Entire home/apt,225,3,0,,,1,0
3372925,Beautiful Summer Sublet in Ditmas Park Brooklyn,17018997,Paul,Brooklyn,Flatbush,40.64615,-73.9641,Entire home/apt,85,5,1,2017-07-03,0.03,1,0
3373030,"Cute,Cozy Lower East Side 1bdrm",7549,Ben,Manhattan,Lower East Side,40.71307,-73.99025,Entire home/apt,140,1,65,2019-11-29,0.89,4,274
3378576,Private room in Williamsburg Apt,6273146,Jon,Brooklyn,Williamsburg,40.70935,-73.94614,Private room,250,1,0,,,1,0
3378585,Beautiful Studio Near Times Square,13535952,Nastassia,Manhattan,Hell's Kitchen,40.76125,-73.99642,Entire home/apt,300,1,0,,,1,0
3379914,Spacious & Cozy NYC Apartment in Brooklyn/Queens,9317567,Suzy,Queens,Ridgewood,40.70026,-73.90721,Entire home/apt,79,30,13,2020-03-26,0.19,1,251
